student_id,assignment_id,question_id,correctness_trait,confidence_trait,given_confidence,acquired_grade,grade_class
6,1,3,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,95.68,C
6,1,4,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,93.49,C
6,1,5,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,94.05,C
6,1,6,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,2,98.75,C
6,1,7,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,99.5,C
6,1,8,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,99.41,C
6,1,9,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,94.77,C
6,1,10,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,97.77,C
7,1,1,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,95.72,C
7,1,2,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,99.34,C
7,1,3,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,99.32,C
7,1,4,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,91.28,C
7,1,5,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,93.56,C
7,1,6,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,96.56,C
7,1,7,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,94.88,C
7,1,8,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,96.58,C
7,1,9,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,91.69,C
7,1,10,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,0,91.88,C
8,1,1,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,95.61,C
8,1,2,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,92.78,C
8,1,3,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,99.48,C
8,1,4,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,91.21,C
8,1,5,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,93.9,C
8,1,6,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,93.35,C
8,1,7,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,95.23,C
8,1,8,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,91.7,C
8,1,9,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,90.32,C
8,1,10,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,93.31,C
9,1,1,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,95.25,C
9,1,2,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,99.18,C
9,1,3,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,94.2,C
9,1,4,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,91.91,C
9,1,5,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,98.05,C
9,1,6,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,92.09,C
9,1,7,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,99.89,C
9,1,8,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,90.79,C
9,1,9,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,93.58,C
9,1,10,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,96.63,C
10,1,1,Always answers incorrectly,Always predicts to answer correctly,2,60.18,INC
10,1,2,Always answers incorrectly,Always predicts to answer correctly,2,45.01,INC
10,1,3,Always answers incorrectly,Always predicts to answer correctly,2,62.35,INC
10,1,4,Always answers incorrectly,Always predicts to answer correctly,2,14.3,INC
10,1,5,Always answers incorrectly,Always predicts to answer correctly,2,10.45,INC
10,1,6,Always answers incorrectly,Always predicts to answer correctly,2,46.62,INC
10,1,7,Always answers incorrectly,Always predicts to answer correctly,2,19.53,INC
10,1,8,Always answers incorrectly,Always predicts to answer correctly,2,9.31,INC
10,1,9,Always answers incorrectly,Always predicts to answer correctly,2,49.64,INC
10,1,10,Always answers incorrectly,Always predicts to answer correctly,2,43.01,INC
11,1,1,Always answers incorrectly,Always predicts to answer partially correctly,1,49.41,INC
11,1,2,Always answers incorrectly,Always predicts to answer partially correctly,1,35.64,INC
11,1,3,Always answers incorrectly,Always predicts to answer partially correctly,1,3.49,INC
11,1,4,Always answers incorrectly,Always predicts to answer partially correctly,1,12.55,INC
11,1,5,Always answers incorrectly,Always predicts to answer partially correctly,1,28.66,INC
11,1,6,Always answers incorrectly,Always predicts to answer partially correctly,1,35.06,INC
11,1,7,Always answers incorrectly,Always predicts to answer partially correctly,1,31.88,INC
11,1,8,Always answers incorrectly,Always predicts to answer partially correctly,1,16.85,INC
11,1,9,Always answers incorrectly,Always predicts to answer partially correctly,1,5.3,INC
11,1,10,Always answers incorrectly,Always predicts to answer partially correctly,1,20.02,INC
12,1,1,Always answers incorrectly,Always predicts to answer incorrectly,0,38.56,INC
12,1,2,Always answers incorrectly,Always predicts to answer incorrectly,0,19.94,INC
12,1,3,Always answers incorrectly,Always predicts to answer incorrectly,0,17.08,INC
12,1,4,Always answers incorrectly,Always predicts to answer incorrectly,0,39.25,INC
12,1,5,Always answers incorrectly,Always predicts to answer incorrectly,0,59.22,INC
12,1,6,Always answers incorrectly,Always predicts to answer incorrectly,0,52.46,INC
12,1,7,Always answers incorrectly,Always predicts to answer incorrectly,0,30.03,INC
12,1,8,Always answers incorrectly,Always predicts to answer incorrectly,0,27.76,INC
12,1,9,Always answers incorrectly,Always predicts to answer incorrectly,0,6.43,INC
12,1,10,Always answers incorrectly,Always predicts to answer incorrectly,0,28.7,INC
13,1,1,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,57.58,INC
13,1,2,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,53.75,INC
13,1,3,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,1,25.52,INC
13,1,4,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,13.37,INC
13,1,5,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,35.16,INC
13,1,6,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,1,26.22,INC
13,1,7,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,37.8,INC
13,1,8,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,38.16,INC
13,1,9,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,34.9,INC
13,1,10,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,1,56.88,INC
14,1,1,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,10.02,INC
14,1,2,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,60.62,INC
14,1,3,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,4.11,INC
14,1,4,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,14.74,INC
14,1,5,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,0,18.34,INC
14,1,6,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,57.17,INC
14,1,7,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,29.93,INC
14,1,8,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,45.79,INC
14,1,9,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,33.87,INC
14,1,10,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,4.11,INC
15,1,1,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,2,65.16,INC
15,1,2,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,61.02,INC
15,1,3,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,44.49,INC
15,1,4,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,27.46,INC
15,1,5,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,68.11,INC
15,1,6,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,23.49,INC
15,1,7,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,34.73,INC
15,1,8,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,27.32,INC
15,1,9,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,9.28,INC
15,1,10,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,22.14,INC
16,1,1,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,67.31,INC
16,1,2,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,31.71,INC
16,1,3,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,0.15,INC
16,1,4,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,43.68,INC
16,1,5,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,30.7,INC
16,1,6,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,67.09,INC
16,1,7,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,29.6,INC
16,1,8,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,0,16.65,INC
16,1,9,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,1.11,INC
16,1,10,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,54.33,INC
17,1,1,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,60.35,INC
17,1,2,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,5.7,INC
17,1,3,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,52.98,INC
17,1,4,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,36.96,INC
17,1,5,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,29.96,INC
17,1,6,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,7.1,INC
17,1,7,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,65.58,INC
17,1,8,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,8.78,INC
17,1,9,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,5.8,INC
17,1,10,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,54.39,INC
18,1,1,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,0.34,INC
18,1,2,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,10.86,INC
18,1,3,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,21.38,INC
18,1,4,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,54.55,INC
18,1,5,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,17.89,INC
18,1,6,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,68.41,INC
18,1,7,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,51.15,INC
18,1,8,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,43.7,INC
18,1,9,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,60.29,INC
18,1,10,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,46.64,INC
19,1,1,Occasionally answers correctly,Always predicts to answer correctly,2,2.0,INC
19,1,2,Occasionally answers correctly,Always predicts to answer correctly,2,44.85,INC
19,1,3,Occasionally answers correctly,Always predicts to answer correctly,2,24.13,INC
19,1,4,Occasionally answers correctly,Always predicts to answer correctly,2,47.25,INC
19,1,5,Occasionally answers correctly,Always predicts to answer correctly,2,68.59,INC
19,1,6,Occasionally answers correctly,Always predicts to answer correctly,2,64.82,INC
19,1,7,Occasionally answers correctly,Always predicts to answer correctly,2,6.47,INC
19,1,8,Occasionally answers correctly,Always predicts to answer correctly,2,90.95,C
19,1,9,Occasionally answers correctly,Always predicts to answer correctly,2,45.99,INC
19,1,10,Occasionally answers correctly,Always predicts to answer correctly,2,13.49,INC
20,1,1,Occasionally answers correctly,Always predicts to answer partially correctly,1,98.01,C
20,1,2,Occasionally answers correctly,Always predicts to answer partially correctly,1,63.16,INC
20,1,3,Occasionally answers correctly,Always predicts to answer partially correctly,1,22.97,INC
20,1,4,Occasionally answers correctly,Always predicts to answer partially correctly,1,97.47,C
20,1,5,Occasionally answers correctly,Always predicts to answer partially correctly,1,36.24,INC
20,1,6,Occasionally answers correctly,Always predicts to answer partially correctly,1,63.91,INC
20,1,7,Occasionally answers correctly,Always predicts to answer partially correctly,1,91.47,C
20,1,8,Occasionally answers correctly,Always predicts to answer partially correctly,1,52.44,INC
20,1,9,Occasionally answers correctly,Always predicts to answer partially correctly,1,61.54,INC
20,1,10,Occasionally answers correctly,Always predicts to answer partially correctly,1,54.5,INC
21,1,1,Occasionally answers correctly,Always predicts to answer incorrectly,0,99.57,C
21,1,2,Occasionally answers correctly,Always predicts to answer incorrectly,0,56.12,INC
21,1,3,Occasionally answers correctly,Always predicts to answer incorrectly,0,6.97,INC
21,1,4,Occasionally answers correctly,Always predicts to answer incorrectly,0,63.81,INC
21,1,5,Occasionally answers correctly,Always predicts to answer incorrectly,0,47.66,INC
21,1,6,Occasionally answers correctly,Always predicts to answer incorrectly,0,5.24,INC
21,1,7,Occasionally answers correctly,Always predicts to answer incorrectly,0,51.18,INC
21,1,8,Occasionally answers correctly,Always predicts to answer incorrectly,0,91.73,C
21,1,9,Occasionally answers correctly,Always predicts to answer incorrectly,0,5.37,INC
21,1,10,Occasionally answers correctly,Always predicts to answer incorrectly,0,94.98,C
22,1,1,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,25.41,INC
22,1,2,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,1.28,INC
22,1,3,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,23.81,INC
22,1,4,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,44.53,INC
22,1,5,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,38.91,INC
22,1,6,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,1,59.16,INC
22,1,7,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,49.58,INC
22,1,8,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,91.65,C
22,1,9,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,1,96.63,C
22,1,10,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,68.02,INC
23,1,1,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,0,11.93,INC
23,1,2,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,25.64,INC
23,1,3,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,0,58.15,INC
23,1,4,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,97.27,C
23,1,5,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,19.58,INC
23,1,6,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,14.72,INC
23,1,7,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,0,95.88,C
23,1,8,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,59.87,INC
23,1,9,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,28.79,INC
23,1,10,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,99.52,C
24,1,1,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,36.01,INC
24,1,2,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,2,58.69,INC
24,1,3,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,58.44,INC
24,1,4,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,57.74,INC
24,1,5,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,24.9,INC
24,1,6,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,2,14.87,INC
24,1,7,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,11.2,INC
24,1,8,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,97.05,C
24,1,9,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,60.56,INC
24,1,10,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,93.36,C
25,1,1,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,61.11,INC
25,1,2,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,0,62.89,INC
25,1,3,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,0,54.2,INC
25,1,4,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,22.92,INC
25,1,5,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,61.02,INC
25,1,6,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,0,8.79,INC
25,1,7,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,58.61,INC
25,1,8,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,97.25,C
25,1,9,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,66.0,INC
25,1,10,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,35.77,INC
26,1,1,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,22.89,INC
26,1,2,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,90.55,C
26,1,3,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,61.16,INC
26,1,4,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,91.11,C
26,1,5,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,19.98,INC
26,1,6,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,11.52,INC
26,1,7,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,22.35,INC
26,1,8,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,43.23,INC
26,1,9,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,92.0,C
26,1,10,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,92.6,C
27,1,1,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,4.15,INC
27,1,2,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,9.83,INC
27,1,3,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,53.88,INC
27,1,4,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,65.36,INC
27,1,5,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,31.64,INC
27,1,6,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,90.21,C
27,1,7,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,11.82,INC
27,1,8,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,20.4,INC
27,1,9,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,23.89,INC
27,1,10,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,55.48,INC
28,1,1,Occasionally answers incorrectly,Always predicts to answer correctly,2,92.75,C
28,1,2,Occasionally answers incorrectly,Always predicts to answer correctly,2,96.74,C
28,1,3,Occasionally answers incorrectly,Always predicts to answer correctly,2,96.69,C
28,1,4,Occasionally answers incorrectly,Always predicts to answer correctly,2,96.35,C
28,1,5,Occasionally answers incorrectly,Always predicts to answer correctly,2,93.03,C
28,1,6,Occasionally answers incorrectly,Always predicts to answer correctly,2,95.57,C
28,1,7,Occasionally answers incorrectly,Always predicts to answer correctly,2,92.46,C
28,1,8,Occasionally answers incorrectly,Always predicts to answer correctly,2,95.05,C
28,1,9,Occasionally answers incorrectly,Always predicts to answer correctly,2,94.3,C
28,1,10,Occasionally answers incorrectly,Always predicts to answer correctly,2,45.4,INC
29,1,1,Occasionally answers incorrectly,Always predicts to answer partially correctly,1,46.71,INC
29,1,2,Occasionally answers incorrectly,Always predicts to answer partially correctly,1,90.73,C
29,1,3,Occasionally answers incorrectly,Always predicts to answer partially correctly,1,52.88,INC
29,1,4,Occasionally answers incorrectly,Always predicts to answer partially correctly,1,96.8,C
29,1,5,Occasionally answers incorrectly,Always predicts to answer partially correctly,1,99.47,C
29,1,6,Occasionally answers incorrectly,Always predicts to answer partially correctly,1,93.38,C
29,1,7,Occasionally answers incorrectly,Always predicts to answer partially correctly,1,99.9,C
29,1,8,Occasionally answers incorrectly,Always predicts to answer partially correctly,1,51.55,INC
29,1,9,Occasionally answers incorrectly,Always predicts to answer partially correctly,1,35.28,INC
29,1,10,Occasionally answers incorrectly,Always predicts to answer partially correctly,1,97.14,C
30,1,1,Occasionally answers incorrectly,Always predicts to answer incorrectly,0,96.29,C
30,1,2,Occasionally answers incorrectly,Always predicts to answer incorrectly,0,21.25,INC
30,1,3,Occasionally answers incorrectly,Always predicts to answer incorrectly,0,93.22,C
30,1,4,Occasionally answers incorrectly,Always predicts to answer incorrectly,0,90.9,C
