student_id,assignment_id,question_id,correctness_trait,confidence_trait,given_confidence,acquired_grade,grade_class
5,1,9,Always answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,97.3,C
5,1,10,Always answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,93.92,C
6,1,1,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,92.02,C
6,1,2,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,99.7,C
6,1,3,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,92.9,C
6,1,4,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,90.68,C
6,1,5,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,90.42,C
6,1,6,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,97.52,C
6,1,7,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,97.16,C
6,1,8,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,2,96.98,C
6,1,9,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,91.73,C
6,1,10,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,91.46,C
7,1,1,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,95.7,C
7,1,2,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,96.58,C
7,1,3,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,99.81,C
7,1,4,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,90.56,C
7,1,5,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,0,93.1,C
7,1,6,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,91.04,C
7,1,7,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,99.48,C
7,1,8,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,0,94.4,C
7,1,9,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,0,94.86,C
7,1,10,Always answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,0,91.17,C
8,1,1,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,99.59,C
8,1,2,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,93.46,C
8,1,3,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,93.48,C
8,1,4,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,90.8,C
8,1,5,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,94.16,C
8,1,6,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,98.51,C
8,1,7,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,95.81,C
8,1,8,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,96.01,C
8,1,9,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,98.85,C
8,1,10,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,93.34,C
9,1,1,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,91.8,C
9,1,2,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,97.23,C
9,1,3,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,96.69,C
9,1,4,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,91.04,C
9,1,5,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,99.62,C
9,1,6,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,92.56,C
9,1,7,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,99.87,C
9,1,8,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,97.61,C
9,1,9,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,98.61,C
9,1,10,Always answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,94.61,C
10,1,1,Always answers incorrectly,Always predicts to answer correctly,2,59.62,INC
10,1,2,Always answers incorrectly,Always predicts to answer correctly,2,12.98,INC
10,1,3,Always answers incorrectly,Always predicts to answer correctly,2,42.11,INC
10,1,4,Always answers incorrectly,Always predicts to answer correctly,2,38.85,INC
10,1,5,Always answers incorrectly,Always predicts to answer correctly,2,63.88,INC
10,1,6,Always answers incorrectly,Always predicts to answer correctly,2,26.99,INC
10,1,7,Always answers incorrectly,Always predicts to answer correctly,2,44.11,INC
10,1,8,Always answers incorrectly,Always predicts to answer correctly,2,22.22,INC
10,1,9,Always answers incorrectly,Always predicts to answer correctly,2,67.27,INC
10,1,10,Always answers incorrectly,Always predicts to answer correctly,2,56.43,INC
11,1,1,Always answers incorrectly,Always predicts to answer partially correctly,1,55.27,INC
11,1,2,Always answers incorrectly,Always predicts to answer partially correctly,1,22.44,INC
11,1,3,Always answers incorrectly,Always predicts to answer partially correctly,1,47.21,INC
11,1,4,Always answers incorrectly,Always predicts to answer partially correctly,1,37.6,INC
11,1,5,Always answers incorrectly,Always predicts to answer partially correctly,1,0.96,INC
11,1,6,Always answers incorrectly,Always predicts to answer partially correctly,1,28.59,INC
11,1,7,Always answers incorrectly,Always predicts to answer partially correctly,1,24.62,INC
11,1,8,Always answers incorrectly,Always predicts to answer partially correctly,1,44.31,INC
11,1,9,Always answers incorrectly,Always predicts to answer partially correctly,1,4.59,INC
11,1,10,Always answers incorrectly,Always predicts to answer partially correctly,1,36.37,INC
12,1,1,Always answers incorrectly,Always predicts to answer incorrectly,0,19.55,INC
12,1,2,Always answers incorrectly,Always predicts to answer incorrectly,0,42.04,INC
12,1,3,Always answers incorrectly,Always predicts to answer incorrectly,0,28.34,INC
12,1,4,Always answers incorrectly,Always predicts to answer incorrectly,0,57.14,INC
12,1,5,Always answers incorrectly,Always predicts to answer incorrectly,0,34.6,INC
12,1,6,Always answers incorrectly,Always predicts to answer incorrectly,0,14.69,INC
12,1,7,Always answers incorrectly,Always predicts to answer incorrectly,0,68.94,INC
12,1,8,Always answers incorrectly,Always predicts to answer incorrectly,0,55.01,INC
12,1,9,Always answers incorrectly,Always predicts to answer incorrectly,0,42.96,INC
12,1,10,Always answers incorrectly,Always predicts to answer incorrectly,0,33.91,INC
13,1,1,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,11.21,INC
13,1,2,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,12.96,INC
13,1,3,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,1,0.06,INC
13,1,4,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,38.49,INC
13,1,5,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,60.16,INC
13,1,6,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,46.43,INC
13,1,7,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,49.61,INC
13,1,8,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,1,60.76,INC
13,1,9,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,4.77,INC
13,1,10,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,1,26.28,INC
14,1,1,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,0,0.43,INC
14,1,2,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,48.65,INC
14,1,3,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,0,62.99,INC
14,1,4,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,52.18,INC
14,1,5,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,31.36,INC
14,1,6,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,38.18,INC
14,1,7,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,23.24,INC
14,1,8,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,7.35,INC
14,1,9,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,46.91,INC
14,1,10,Always answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,38.66,INC
15,1,1,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,2,27.74,INC
15,1,2,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,20.52,INC
15,1,3,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,40.46,INC
15,1,4,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,0.73,INC
15,1,5,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,2,8.39,INC
15,1,6,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,58.92,INC
15,1,7,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,46.45,INC
15,1,8,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,51.03,INC
15,1,9,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,24.07,INC
15,1,10,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,30.34,INC
16,1,1,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,0,3.82,INC
16,1,2,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,0,20.18,INC
16,1,3,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,0,7.22,INC
16,1,4,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,26.29,INC
16,1,5,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,57.8,INC
16,1,6,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,2.25,INC
16,1,7,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,13.23,INC
16,1,8,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,0,31.5,INC
16,1,9,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,63.68,INC
16,1,10,Always answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,0,1.04,INC
17,1,1,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,41.27,INC
17,1,2,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,33.63,INC
17,1,3,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,5.81,INC
17,1,4,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,8.29,INC
17,1,5,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,44.07,INC
17,1,6,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,18.81,INC
17,1,7,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,45.97,INC
17,1,8,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,11.7,INC
17,1,9,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,61.27,INC
17,1,10,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,47.64,INC
18,1,1,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,9.55,INC
18,1,2,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,57.82,INC
18,1,3,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,24.59,INC
18,1,4,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,36.66,INC
18,1,5,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,14.61,INC
18,1,6,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,18.55,INC
18,1,7,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,67.43,INC
18,1,8,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,11.99,INC
18,1,9,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,22.87,INC
18,1,10,Always answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,53.44,INC
19,1,1,Occasionally answers correctly,Always predicts to answer correctly,2,20.74,INC
19,1,2,Occasionally answers correctly,Always predicts to answer correctly,2,90.75,C
19,1,3,Occasionally answers correctly,Always predicts to answer correctly,2,92.62,C
19,1,4,Occasionally answers correctly,Always predicts to answer correctly,2,23.23,INC
19,1,5,Occasionally answers correctly,Always predicts to answer correctly,2,51.22,INC
19,1,6,Occasionally answers correctly,Always predicts to answer correctly,2,97.26,C
19,1,7,Occasionally answers correctly,Always predicts to answer correctly,2,99.18,C
19,1,8,Occasionally answers correctly,Always predicts to answer correctly,2,22.59,INC
19,1,9,Occasionally answers correctly,Always predicts to answer correctly,2,93.59,C
19,1,10,Occasionally answers correctly,Always predicts to answer correctly,2,91.73,C
20,1,1,Occasionally answers correctly,Always predicts to answer partially correctly,1,66.21,INC
20,1,2,Occasionally answers correctly,Always predicts to answer partially correctly,1,54.25,INC
20,1,3,Occasionally answers correctly,Always predicts to answer partially correctly,1,11.38,INC
20,1,4,Occasionally answers correctly,Always predicts to answer partially correctly,1,23.55,INC
20,1,5,Occasionally answers correctly,Always predicts to answer partially correctly,1,28.82,INC
20,1,6,Occasionally answers correctly,Always predicts to answer partially correctly,1,60.26,INC
20,1,7,Occasionally answers correctly,Always predicts to answer partially correctly,1,54.86,INC
20,1,8,Occasionally answers correctly,Always predicts to answer partially correctly,1,97.46,C
20,1,9,Occasionally answers correctly,Always predicts to answer partially correctly,1,99.26,C
20,1,10,Occasionally answers correctly,Always predicts to answer partially correctly,1,12.34,INC
21,1,1,Occasionally answers correctly,Always predicts to answer incorrectly,0,11.55,INC
21,1,2,Occasionally answers correctly,Always predicts to answer incorrectly,0,13.81,INC
21,1,3,Occasionally answers correctly,Always predicts to answer incorrectly,0,57.8,INC
21,1,4,Occasionally answers correctly,Always predicts to answer incorrectly,0,36.07,INC
21,1,5,Occasionally answers correctly,Always predicts to answer incorrectly,0,92.02,C
21,1,6,Occasionally answers correctly,Always predicts to answer incorrectly,0,41.52,INC
21,1,7,Occasionally answers correctly,Always predicts to answer incorrectly,0,33.64,INC
21,1,8,Occasionally answers correctly,Always predicts to answer incorrectly,0,12.54,INC
21,1,9,Occasionally answers correctly,Always predicts to answer incorrectly,0,7.46,INC
21,1,10,Occasionally answers correctly,Always predicts to answer incorrectly,0,52.71,INC
22,1,1,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,1,38.71,INC
22,1,2,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,19.93,INC
22,1,3,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,1,62.47,INC
22,1,4,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,61.99,INC
22,1,5,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,2.77,INC
22,1,6,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,58.51,INC
22,1,7,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,27.03,INC
22,1,8,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,49.28,INC
22,1,9,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,68.83,INC
22,1,10,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,96.29,C
23,1,1,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,0,57.23,INC
23,1,2,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,63.03,INC
23,1,3,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,0,26.02,INC
23,1,4,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,31.96,INC
23,1,5,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,93.27,C
23,1,6,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,97.91,C
23,1,7,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,91.04,C
23,1,8,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,5.36,INC
23,1,9,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,0,94.66,C
23,1,10,Occasionally answers correctly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,0,90.3,C
24,1,1,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,34.12,INC
24,1,2,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,67.78,INC
24,1,3,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,49.31,INC
24,1,4,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,58.67,INC
24,1,5,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,94.68,C
24,1,6,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,46.77,INC
24,1,7,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,20.14,INC
24,1,8,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,45.21,INC
24,1,9,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,98.66,C
24,1,10,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,2,38.31,INC
25,1,1,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,0,50.98,INC
25,1,2,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,28.85,INC
25,1,3,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,0,99.17,C
25,1,4,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,32.31,INC
25,1,5,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,0,99.16,C
25,1,6,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,40.5,INC
25,1,7,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,0,20.91,INC
25,1,8,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,43.15,INC
25,1,9,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,6.73,INC
25,1,10,Occasionally answers correctly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,95.0,C
26,1,1,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,28.51,INC
26,1,2,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,29.73,INC
26,1,3,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,18.58,INC
26,1,4,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,52.5,INC
26,1,5,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,68.28,INC
26,1,6,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,14.32,INC
26,1,7,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,68.48,INC
26,1,8,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,34.8,INC
26,1,9,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,61.66,INC
26,1,10,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,62.0,INC
27,1,1,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,34.44,INC
27,1,2,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,59.42,INC
27,1,3,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,50.77,INC
27,1,4,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,92.57,C
27,1,5,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,41.44,INC
27,1,6,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,36.09,INC
27,1,7,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,91.33,C
27,1,8,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,64.43,INC
27,1,9,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,5.06,INC
27,1,10,Occasionally answers correctly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,52.08,INC
28,1,1,Occasionally answers incorrectly,Always predicts to answer correctly,2,96.32,C
28,1,2,Occasionally answers incorrectly,Always predicts to answer correctly,2,56.26,INC
28,1,3,Occasionally answers incorrectly,Always predicts to answer correctly,2,98.86,C
28,1,4,Occasionally answers incorrectly,Always predicts to answer correctly,2,90.21,C
28,1,5,Occasionally answers incorrectly,Always predicts to answer correctly,2,96.21,C
28,1,6,Occasionally answers incorrectly,Always predicts to answer correctly,2,98.77,C
28,1,7,Occasionally answers incorrectly,Always predicts to answer correctly,2,93.81,C
28,1,8,Occasionally answers incorrectly,Always predicts to answer correctly,2,92.33,C
28,1,9,Occasionally answers incorrectly,Always predicts to answer correctly,2,91.57,C
28,1,10,Occasionally answers incorrectly,Always predicts to answer correctly,2,93.84,C
29,1,1,Occasionally answers incorrectly,Always predicts to answer partially correctly,1,94.23,C
29,1,2,Occasionally answers incorrectly,Always predicts to answer partially correctly,1,96.05,C
29,1,3,Occasionally answers incorrectly,Always predicts to answer partially correctly,1,98.5,C
29,1,4,Occasionally answers incorrectly,Always predicts to answer partially correctly,1,99.15,C
29,1,5,Occasionally answers incorrectly,Always predicts to answer partially correctly,1,92.28,C
29,1,6,Occasionally answers incorrectly,Always predicts to answer partially correctly,1,29.05,INC
29,1,7,Occasionally answers incorrectly,Always predicts to answer partially correctly,1,96.69,C
29,1,8,Occasionally answers incorrectly,Always predicts to answer partially correctly,1,98.48,C
29,1,9,Occasionally answers incorrectly,Always predicts to answer partially correctly,1,97.23,C
29,1,10,Occasionally answers incorrectly,Always predicts to answer partially correctly,1,90.88,C
30,1,1,Occasionally answers incorrectly,Always predicts to answer incorrectly,0,92.96,C
30,1,2,Occasionally answers incorrectly,Always predicts to answer incorrectly,0,45.98,INC
30,1,3,Occasionally answers incorrectly,Always predicts to answer incorrectly,0,93.35,C
30,1,4,Occasionally answers incorrectly,Always predicts to answer incorrectly,0,92.33,C
